temp,vcc,cpu,label,phase,stress
63.13,2.997,55.11,PRUNED_VARIANT,2,1
63.17,2.997,59.68,PRUNED_VARIANT,2,1
63.46,2.995,64.75,MIXED_PRECISION,2,1
63.50,2.996,70.20,MIXED_PRECISION,2,1
63.53,2.996,59.16,MIXED_PRECISION,2,1
63.43,2.997,51.73,PRUNED_VARIANT,2,1
63.28,2.998,47.18,STANDARD_INT8,2,1
63.29,2.997,44.95,STANDARD_INT8,2,1
63.30,2.996,44.56,STANDARD_INT8,2,1
63.17,2.997,45.64,STANDARD_INT8,2,1
63.08,2.997,47.92,STANDARD_INT8,2,1
63.06,2.998,51.13,PRUNED_VARIANT,2,1
63.12,2.997,55.11,PRUNED_VARIANT,2,1
63.03,2.997,59.68,PRUNED_VARIANT,2,1
63.15,2.998,64.75,MIXED_PRECISION,2,1
63.19,2.999,70.20,MIXED_PRECISION,2,1
63.22,3.000,59.16,MIXED_PRECISION,2,1
63.24,3.000,51.73,PRUNED_VARIANT,2,1
63.32,2.998,47.18,STANDARD_INT8,2,1
63.32,2.998,44.95,STANDARD_INT8,2,1
63.13,2.999,44.56,STANDARD_INT8,2,1
63.17,2.999,45.64,STANDARD_INT8,2,1
63.27,2.999,47.92,STANDARD_INT8,2,0
63.15,2.999,51.13,PRUNED_VARIANT,2,0
63.19,2.998,55.11,PRUNED_VARIANT,2,0
63.09,2.999,59.68,PRUNED_VARIANT,2,0
63.26,2.998,64.75,MIXED_PRECISION,2,0
63.28,2.998,70.20,MIXED_PRECISION,2,0
63.29,2.998,59.16,MIXED_PRECISION,2,0
63.30,2.999,51.73,PRUNED_VARIANT,2,0
63.37,2.999,47.18,STANDARD_INT8,2,0
63.30,2.999,44.95,STANDARD_INT8,2,0
63.30,2.999,44.56,STANDARD_INT8,2,0
63.37,2.999,45.64,STANDARD_INT8,2,0
63.36,2.999,47.92,STANDARD_INT8,2,0
63.74,2.998,51.13,PRUNED_VARIANT,2,0
63.66,2.997,55.11,PRUNED_VARIANT,2,0
63.72,2.997,59.68,PRUNED_VARIANT,2,0
63.58,2.999,64.75,MIXED_PRECISION,2,0
63.66,2.998,70.20,MIXED_PRECISION,2,0
63.59,2.998,59.16,MIXED_PRECISION,2,0
63.41,2.999,51.73,PRUNED_VARIANT,2,0
63.52,2.998,47.18,STANDARD_INT8,2,0
63.49,2.999,44.95,STANDARD_INT8,2,0
63.33,3.000,44.56,STANDARD_INT8,2,0
63.39,2.999,45.64,STANDARD_INT8,2,0
63.51,2.998,47.92,STANDARD_INT8,2,0
63.54,2.999,51.13,PRUNED_VARIANT,2,0
63.49,2.999,55.11,PRUNED_VARIANT,2,0
63.53,2.998,59.68,PRUNED_VARIANT,2,0
63.49,2.998,64.75,MIXED_PRECISION,2,0
63.58,2.998,70.20,MIXED_PRECISION,2,0
63.66,2.997,59.16,MIXED_PRECISION,2,1
63.60,2.997,51.73,PRUNED_VARIANT,2,1
63.61,2.997,47.18,STANDARD_INT8,2,1
63.55,2.999,44.95,STANDARD_INT8,2,1
63.51,2.998,44.56,STANDARD_INT8,2,1
63.47,3.000,45.64,STANDARD_INT8,2,1
63.31,3.001,47.92,STANDARD_INT8,2,1
63.12,3.001,51.13,PRUNED_VARIANT,2,1
62.97,3.001,55.11,PRUNED_VARIANT,2,1
62.85,3.000,59.68,PRUNED_VARIANT,2,1
62.82,3.001,64.75,MIXED_PRECISION,2,1
62.92,3.001,70.20,MIXED_PRECISION,2,1
63.00,3.001,59.16,MIXED_PRECISION,2,1
62.81,3.002,51.73,PRUNED_VARIANT,2,1
62.98,3.000,47.18,STANDARD_INT8,2,1
62.92,3.001,44.95,STANDARD_INT8,2,1
63.07,3.000,44.56,STANDARD_INT8,2,1
62.99,3.001,45.64,STANDARD_INT8,2,1
63.32,2.998,47.92,STANDARD_INT8,2,1
63.19,2.998,51.13,PRUNED_VARIANT,2,1
63.22,2.998,55.11,PRUNED_VARIANT,2,1
63.24,2.999,59.68,PRUNED_VARIANT,2,1
63.39,2.999,64.75,MIXED_PRECISION,2,1
63.38,2.999,70.20,MIXED_PRECISION,2,1
63.37,3.000,59.16,MIXED_PRECISION,2,1
63.36,3.000,51.73,PRUNED_VARIANT,2,1
63.48,3.000,47.18,STANDARD_INT8,2,1
63.39,3.002,44.95,STANDARD_INT8,2,0
63.38,3.003,44.56,STANDARD_INT8,2,0
63.17,3.005,45.64,STANDARD_INT8,2,0
63.08,3.005,47.92,STANDARD_INT8,2,0
63.13,3.004,51.13,PRUNED_VARIANT,2,0
63.36,3.002,55.11,PRUNED_VARIANT,2,0
63.29,3.002,59.68,PRUNED_VARIANT,2,0
63.30,3.001,64.75,MIXED_PRECISION,2,0
63.37,3.001,70.20,MIXED_PRECISION,2,0
63.49,3.000,59.16,MIXED_PRECISION,2,0
63.46,3.000,51.73,PRUNED_VARIANT,2,0
63.43,2.999,47.18,STANDARD_INT8,2,0
63.41,3.000,44.95,STANDARD_INT8,2,0
63.40,3.000,44.56,STANDARD_INT8,2,0
63.38,3.000,45.64,STANDARD_INT8,2,0
63.44,3.000,47.92,STANDARD_INT8,2,0
63.41,2.999,51.13,PRUNED_VARIANT,2,0
63.40,2.999,55.11,PRUNED_VARIANT,2,0
63.45,2.999,59.68,PRUNED_VARIANT,2,0
63.49,2.999,64.75,MIXED_PRECISION,2,0
63.39,3.000,70.20,MIXED_PRECISION,2,0
63.38,3.001,59.16,MIXED_PRECISION,2,0
63.11,3.002,51.73,PRUNED_VARIANT,2,0
63.22,3.002,47.18,STANDARD_INT8,2,0
63.24,3.001,44.95,STANDARD_INT8,2,0
63.26,3.002,44.56,STANDARD_INT8,2,0
63.14,3.003,45.64,STANDARD_INT8,2,0
63.25,3.002,47.92,STANDARD_INT8,2,0
63.33,3.002,51.13,PRUNED_VARIANT,2,0
63.20,3.001,55.11,PRUNED_VARIANT,2,0
63.23,3.002,59.68,PRUNED_VARIANT,2,1
63.31,3.001,64.75,MIXED_PRECISION,2,1
63.31,3.002,70.20,MIXED_PRECISION,2,1
63.38,3.001,59.16,MIXED_PRECISION,2,1
63.31,3.002,51.73,PRUNED_VARIANT,2,1
63.18,3.002,47.18,STANDARD_INT8,2,1
63.08,3.002,44.95,STANDARD_INT8,2,1
63.26,3.001,44.56,STANDARD_INT8,2,1
63.27,3.001,45.64,STANDARD_INT8,2,1
63.48,2.999,47.92,STANDARD_INT8,2,1
63.45,2.999,51.13,PRUNED_VARIANT,2,1
63.43,3.000,55.11,PRUNED_VARIANT,2,1
63.41,3.000,59.68,PRUNED_VARIANT,2,1
63.52,2.999,64.75,MIXED_PRECISION,2,1
63.48,3.000,70.20,MIXED_PRECISION,2,1
63.52,2.999,59.16,MIXED_PRECISION,2,1
63.61,2.999,51.73,PRUNED_VARIANT,2,1
63.68,2.999,47.18,STANDARD_INT8,2,1
63.61,3.000,44.95,STANDARD_INT8,2,1
63.55,3.000,44.56,STANDARD_INT8,2,1
63.45,3.002,45.64,STANDARD_INT8,2,1
63.55,3.001,47.92,STANDARD_INT8,2,1
63.57,3.001,51.13,PRUNED_VARIANT,2,1
63.59,3.000,55.11,PRUNED_VARIANT,2,1
63.41,3.001,59.68,PRUNED_VARIANT,2,1
63.46,3.000,64.75,MIXED_PRECISION,2,1
63.56,3.000,70.20,MIXED_PRECISION,2,1
63.71,2.999,59.16,MIXED_PRECISION,2,0
63.57,3.000,51.73,PRUNED_VARIANT,2,0
63.52,3.001,47.18,STANDARD_INT8,2,0
63.55,3.001,44.95,STANDARD_INT8,2,0
63.50,3.001,44.56,STANDARD_INT8,2,0
63.34,3.002,45.64,STANDARD_INT8,2,0
63.47,3.001,47.92,STANDARD_INT8,2,0
63.31,3.003,51.13,PRUNED_VARIANT,2,0
63.19,3.003,55.11,PRUNED_VARIANT,2,0
63.02,3.005,59.68,PRUNED_VARIANT,2,0
62.95,3.007,64.75,MIXED_PRECISION,2,0
63.03,3.006,70.20,MIXED_PRECISION,2,0
62.96,3.007,59.16,MIXED_PRECISION,2,0
62.78,3.008,51.73,PRUNED_VARIANT,2,0
62.76,3.006,47.18,STANDARD_INT8,2,0
62.81,3.006,44.95,STANDARD_INT8,2,0
62.91,3.006,44.56,STANDARD_INT8,2,0
63.00,3.007,45.64,STANDARD_INT8,2,0
63.06,3.006,47.92,STANDARD_INT8,2,0
63.18,3.004,51.13,PRUNED_VARIANT,2,0
63.40,3.002,55.11,PRUNED_VARIANT,2,0
63.52,3.001,59.68,PRUNED_VARIANT,2,0
63.48,3.002,64.75,MIXED_PRECISION,2,0
63.39,3.003,70.20,MIXED_PRECISION,2,0
63.63,3.001,59.16,MIXED_PRECISION,2,0
63.77,3.001,51.73,PRUNED_VARIANT,2,0
63.68,3.000,47.18,STANDARD_INT8,2,0
63.74,3.000,44.95,STANDARD_INT8,2,0
63.78,3.000,44.56,STANDARD_INT8,2,0
63.63,3.001,45.64,STANDARD_INT8,2,0
63.83,3.000,47.92,STANDARD_INT8,2,1
63.79,3.001,51.13,PRUNED_VARIANT,2,1
63.83,3.001,55.11,PRUNED_VARIANT,2,1
63.73,3.001,59.68,PRUNED_VARIANT,2,1
63.71,3.000,64.75,MIXED_PRECISION,2,1
63.77,2.999,70.20,MIXED_PRECISION,2,1
63.94,2.998,59.16,MIXED_PRECISION,2,1
63.94,2.998,51.73,PRUNED_VARIANT,2,1
64.08,2.996,47.18,STANDARD_INT8,2,1
63.93,2.998,44.95,STANDARD_INT8,2,1
64.07,2.996,44.56,STANDARD_INT8,2,1
63.98,2.997,45.64,STANDARD_INT8,2,1
63.85,2.997,47.92,STANDARD_INT8,2,1
63.81,2.998,51.13,PRUNED_VARIANT,2,1
63.97,2.996,55.11,PRUNED_VARIANT,2,1
64.10,2.996,59.68,PRUNED_VARIANT,2,1
64.08,2.997,64.75,MIXED_PRECISION,2,1
63.99,2.999,70.20,MIXED_PRECISION,2,1
63.80,3.000,59.16,MIXED_PRECISION,2,1
63.77,3.000,51.73,PRUNED_VARIANT,2,1
63.74,2.999,47.18,STANDARD_INT8,2,1
63.66,2.999,44.95,STANDARD_INT8,2,1
63.66,2.999,44.56,STANDARD_INT8,2,1
63.59,3.000,45.64,STANDARD_INT8,2,1
63.54,3.001,47.92,STANDARD_INT8,2,1
63.50,3.001,51.13,PRUNED_VARIANT,2,1
63.66,3.000,55.11,PRUNED_VARIANT,2,1
63.72,2.999,59.68,PRUNED_VARIANT,2,0
63.71,3.000,64.75,MIXED_PRECISION,2,0
63.63,3.000,70.20,MIXED_PRECISION,2,0
63.83,2.999,59.16,MIXED_PRECISION,2,0
63.79,2.999,51.73,PRUNED_VARIANT,2,0
63.77,3.000,47.18,STANDARD_INT8,2,0
63.61,3.002,44.95,STANDARD_INT8,2,0
63.81,3.000,44.56,STANDARD_INT8,2,0
63.98,2.999,45.64,STANDARD_INT8,2,0
63.98,3.000,47.92,STANDARD_INT8,2,0
64.10,3.000,51.13,PRUNED_VARIANT,2,0
64.21,2.998,55.11,PRUNED_VARIANT,2,0
64.29,2.998,59.68,PRUNED_VARIANT,2,0
64.16,2.998,64.75,MIXED_PRECISION,2,0
64.06,2.999,70.20,MIXED_PRECISION,2,0
63.98,2.998,59.16,MIXED_PRECISION,2,0
63.98,2.999,51.73,PRUNED_VARIANT,2,0
63.98,2.998,47.18,STANDARD_INT8,2,0
63.85,2.999,44.95,STANDARD_INT8,2,0
64.00,2.998,44.56,STANDARD_INT8,2,0
63.93,3.000,45.64,STANDARD_INT8,2,0
63.88,3.000,47.92,STANDARD_INT8,2,0
63.90,3.000,51.13,PRUNED_VARIANT,2,0
64.04,3.000,55.11,PRUNED_VARIANT,2,0
64.16,3.000,59.68,PRUNED_VARIANT,2,0
63.99,3.000,64.75,MIXED_PRECISION,2,0
63.92,3.001,70.20,MIXED_PRECISION,2,0
63.87,3.000,59.16,MIXED_PRECISION,2,0
63.83,3.001,51.73,PRUNED_VARIANT,2,0
63.79,3.002,47.18,STANDARD_INT8,2,0
63.70,3.002,44.95,STANDARD_INT8,2,1
63.88,3.001,44.56,STANDARD_INT8,2,1
63.64,3.001,45.64,STANDARD_INT8,2,1
63.71,3.001,47.92,STANDARD_INT8,2,1
63.63,3.002,51.13,PRUNED_VARIANT,2,1
63.64,3.002,55.11,PRUNED_VARIANT,2,1
63.58,3.002,59.68,PRUNED_VARIANT,2,1
63.78,3.002,64.75,MIXED_PRECISION,2,1
63.82,3.002,70.20,MIXED_PRECISION,2,1
63.85,3.001,59.16,MIXED_PRECISION,2,1
63.81,3.002,51.73,PRUNED_VARIANT,2,1
63.84,3.002,47.18,STANDARD_INT8,2,1
63.87,3.001,44.95,STANDARD_INT8,2,1
63.83,3.000,44.56,STANDARD_INT8,2,1
63.86,3.000,45.64,STANDARD_INT8,2,1
63.75,3.001,47.92,STANDARD_INT8,2,1
63.54,3.002,51.13,PRUNED_VARIANT,2,1
63.63,3.002,55.11,PRUNED_VARIANT,2,1
63.57,3.002,59.68,PRUNED_VARIANT,2,1
63.52,3.003,64.75,MIXED_PRECISION,2,1
63.48,3.003,70.20,MIXED_PRECISION,2,1
63.52,3.003,59.16,MIXED_PRECISION,2,1
63.61,3.003,51.73,PRUNED_VARIANT,2,1
63.68,3.002,47.18,STANDARD_INT8,2,1
63.61,3.004,44.95,STANDARD_INT8,2,1
63.81,3.002,44.56,STANDARD_INT8,2,1
63.78,3.002,45.64,STANDARD_INT8,2,1
63.95,3.001,47.92,STANDARD_INT8,2,0
63.82,3.003,51.13,PRUNED_VARIANT,2,0
63.79,3.002,55.11,PRUNED_VARIANT,2,0
63.70,3.002,59.68,PRUNED_VARIANT,2,0
63.69,3.001,64.75,MIXED_PRECISION,2,0
63.62,3.001,70.20,MIXED_PRECISION,2,0
63.82,2.999,59.16,MIXED_PRECISION,2,0
63.72,3.000,51.73,PRUNED_VARIANT,2,0
63.64,3.001,47.18,STANDARD_INT8,2,0
63.58,3.002,44.95,STANDARD_INT8,2,0
63.79,3.002,44.56,STANDARD_INT8,2,0
63.82,3.002,45.64,STANDARD_INT8,2,0
63.79,3.001,47.92,STANDARD_INT8,2,0
63.76,3.000,51.13,PRUNED_VARIANT,2,0
63.80,3.001,55.11,PRUNED_VARIANT,2,0
63.71,3.002,59.68,PRUNED_VARIANT,2,0
63.76,3.002,64.75,MIXED_PRECISION,2,0
63.81,3.001,70.20,MIXED_PRECISION,2,0
64.03,3.001,59.16,MIXED_PRECISION,2,0
64.09,3.000,51.73,PRUNED_VARIANT,2,0
64.00,3.001,47.18,STANDARD_INT8,2,0
63.86,3.002,44.95,STANDARD_INT8,2,0
63.82,3.002,44.56,STANDARD_INT8,2,0
63.79,3.002,45.64,STANDARD_INT8,2,0
63.76,3.003,47.92,STANDARD_INT8,2,0
63.67,3.003,51.13,PRUNED_VARIANT,2,0
63.48,3.005,55.11,PRUNED_VARIANT,2,0
63.38,3.005,59.68,PRUNED_VARIANT,2,0
63.37,3.005,64.75,MIXED_PRECISION,2,0
63.36,3.005,70.20,MIXED_PRECISION,2,0
63.36,3.005,59.16,MIXED_PRECISION,2,1
63.35,3.005,51.73,PRUNED_VARIANT,2,1
63.35,3.003,47.18,STANDARD_INT8,2,1
63.34,3.003,44.95,STANDARD_INT8,2,1
63.66,3.000,44.56,STANDARD_INT8,2,1
63.73,3.001,45.64,STANDARD_INT8,2,1
63.71,3.000,47.92,STANDARD_INT8,2,1
63.70,3.000,51.13,PRUNED_VARIANT,2,1
63.69,3.000,55.11,PRUNED_VARIANT,2,1
63.68,3.001,59.68,PRUNED_VARIANT,2,1
63.74,3.001,64.75,MIXED_PRECISION,2,1
63.66,3.002,70.20,MIXED_PRECISION,2,1
63.85,3.001,59.16,MIXED_PRECISION,2,1
63.75,3.004,51.73,PRUNED_VARIANT,2,1
63.66,3.005,47.18,STANDARD_INT8,2,1
63.60,3.005,44.95,STANDARD_INT8,2,1
63.54,3.004,44.56,STANDARD_INT8,2,1
63.63,3.003,45.64,STANDARD_INT8,2,1
63.83,3.002,47.92,STANDARD_INT8,2,1
63.79,3.003,51.13,PRUNED_VARIANT,2,1
63.83,3.003,55.11,PRUNED_VARIANT,2,1
63.79,3.004,59.68,PRUNED_VARIANT,2,1
63.77,3.004,64.75,MIXED_PRECISION,2,1
63.74,3.004,70.20,MIXED_PRECISION,2,1
63.66,3.005,59.16,MIXED_PRECISION,2,1
63.53,3.004,51.73,PRUNED_VARIANT,2,1
63.62,3.003,47.18,STANDARD_INT8,2,1
63.56,3.004,44.95,STANDARD_INT8,2,0
63.71,3.003,44.56,STANDARD_INT8,2,0
63.89,3.002,45.64,STANDARD_INT8,2,0
63.91,3.002,47.92,STANDARD_INT8,2,0
63.92,3.001,51.13,PRUNED_VARIANT,2,0
64.06,3.000,55.11,PRUNED_VARIANT,2,0
63.98,2.999,59.68,PRUNED_VARIANT,2,0
63.98,3.000,64.75,MIXED_PRECISION,2,0
64.11,2.999,70.20,MIXED_PRECISION,2,0
64.21,2.999,59.16,MIXED_PRECISION,2,0
64.16,3.000,51.73,PRUNED_VARIANT,2,0
64.12,3.001,47.18,STANDARD_INT8,2,0
64.03,3.002,44.95,STANDARD_INT8,2,0
64.21,3.000,44.56,STANDARD_INT8,2,0
64.10,3.001,45.64,STANDARD_INT8,2,0
64.14,3.000,47.92,STANDARD_INT8,2,0
64.11,3.001,51.13,PRUNED_VARIANT,2,0
64.21,3.001,55.11,PRUNED_VARIANT,2,0
64.16,3.001,59.68,PRUNED_VARIANT,2,0
64.12,3.002,64.75,MIXED_PRECISION,2,0
64.22,3.001,70.20,MIXED_PRECISION,2,0
64.17,3.002,59.16,MIXED_PRECISION,2,0
64.07,3.002,51.73,PRUNED_VARIANT,2,0
64.11,3.002,47.18,STANDARD_INT8,2,0
63.96,3.002,44.95,STANDARD_INT8,2,0
64.09,3.002,44.56,STANDARD_INT8,2,0
64.20,3.002,45.64,STANDARD_INT8,2,0
64.09,3.001,47.92,STANDARD_INT8,2,0
64.06,3.002,51.13,PRUNED_VARIANT,2,0
64.18,3.000,55.11,PRUNED_VARIANT,2,0
64.01,3.001,59.68,PRUNED_VARIANT,2,1
63.94,3.002,64.75,MIXED_PRECISION,2,1
63.81,3.002,70.20,MIXED_PRECISION,2,1
63.78,3.003,59.16,MIXED_PRECISION,2,1
63.88,3.002,51.73,PRUNED_VARIANT,2,1
63.90,3.000,47.18,STANDARD_INT8,2,1
63.79,3.001,44.95,STANDARD_INT8,2,1
63.89,3.000,44.56,STANDARD_INT8,2,1
63.91,3.001,45.64,STANDARD_INT8,2,1
63.92,3.002,47.92,STANDARD_INT8,2,1
63.93,3.002,51.13,PRUNED_VARIANT,2,1
63.81,3.003,55.11,PRUNED_VARIANT,2,1
63.78,3.003,59.68,PRUNED_VARIANT,2,1
63.75,3.003,64.75,MIXED_PRECISION,2,1
63.86,3.002,70.20,MIXED_PRECISION,2,1
64.01,3.001,59.16,MIXED_PRECISION,2,1
64.01,3.001,51.73,PRUNED_VARIANT,2,1
64.00,3.001,47.18,STANDARD_INT8,2,1
63.87,3.003,44.95,STANDARD_INT8,2,1
63.76,3.003,44.56,STANDARD_INT8,2,1
63.67,3.002,45.64,STANDARD_INT8,2,1
63.73,3.001,47.92,STANDARD_INT8,2,1
63.91,3.001,51.13,PRUNED_VARIANT,2,1
64.05,3.000,55.11,PRUNED_VARIANT,2,1
64.04,3.000,59.68,PRUNED_VARIANT,2,1
64.15,3.000,64.75,MIXED_PRECISION,2,1
64.25,2.998,70.20,MIXED_PRECISION,2,1
64.19,2.999,59.16,MIXED_PRECISION,2,0
64.15,3.000,51.73,PRUNED_VARIANT,2,0
64.24,3.000,47.18,STANDARD_INT8,2,0
64.32,3.000,44.95,STANDARD_INT8,2,0
64.25,3.000,44.56,STANDARD_INT8,2,0
64.19,2.999,45.64,STANDARD_INT8,2,0
64.28,3.000,47.92,STANDARD_INT8,2,0
64.22,3.001,51.13,PRUNED_VARIANT,2,0
64.30,2.997,55.11,PRUNED_VARIANT,2,0
64.10,2.999,59.68,PRUNED_VARIANT,2,0
63.95,3.000,64.75,MIXED_PRECISION,2,0
63.89,3.001,70.20,MIXED_PRECISION,2,0
63.78,3.002,59.16,MIXED_PRECISION,2,0
63.82,3.003,51.73,PRUNED_VARIANT,2,0
63.78,3.003,47.18,STANDARD_INT8,2,0
63.76,3.003,44.95,STANDARD_INT8,2,0
63.67,3.002,44.56,STANDARD_INT8,2,0
63.86,3.001,45.64,STANDARD_INT8,2,0
64.01,3.001,47.92,STANDARD_INT8,2,0
63.88,3.002,51.13,PRUNED_VARIANT,2,0
63.83,3.002,55.11,PRUNED_VARIANT,2,0
63.86,3.002,59.68,PRUNED_VARIANT,2,0
63.82,3.001,64.75,MIXED_PRECISION,2,0
63.98,3.001,70.20,MIXED_PRECISION,2,0
63.85,3.001,59.16,MIXED_PRECISION,2,0
63.74,3.002,51.73,PRUNED_VARIANT,2,0
63.92,3.002,47.18,STANDARD_INT8,2,0
63.87,3.002,44.95,STANDARD_INT8,2,0
64.02,3.000,44.56,STANDARD_INT8,2,0
63.94,3.001,45.64,STANDARD_INT8,2,0
63.95,3.000,47.92,STANDARD_INT8,2,1
63.95,3.001,51.13,PRUNED_VARIANT,2,1
63.89,3.002,55.11,PRUNED_VARIANT,2,1
63.85,3.003,59.68,PRUNED_VARIANT,2,1
64.00,3.002,64.75,MIXED_PRECISION,2,1
64.00,3.002,70.20,MIXED_PRECISION,2,1
63.86,3.003,59.16,MIXED_PRECISION,2,1
63.76,3.003,51.73,PRUNED_VARIANT,2,1
63.93,3.002,47.18,STANDARD_INT8,2,1
63.87,3.003,44.95,STANDARD_INT8,2,1
64.09,3.002,44.56,STANDARD_INT8,2,1
64.26,3.002,45.64,STANDARD_INT8,2,1
64.20,3.002,47.92,STANDARD_INT8,2,1
64.09,3.002,51.13,PRUNED_VARIANT,2,1
64.00,3.004,55.11,PRUNED_VARIANT,2,1
63.87,3.005,59.68,PRUNED_VARIANT,2,1
64.02,3.004,64.75,MIXED_PRECISION,2,1
63.88,3.005,70.20,MIXED_PRECISION,2,1
63.77,3.006,59.16,MIXED_PRECISION,2,1
63.68,3.006,51.73,PRUNED_VARIANT,2,1
63.87,3.004,47.18,STANDARD_INT8,2,1
63.89,3.004,44.95,STANDARD_INT8,2,1
64.04,3.003,44.56,STANDARD_INT8,2,1
64.15,3.001,45.64,STANDARD_INT8,2,1
64.05,3.000,47.92,STANDARD_INT8,2,1
64.04,3.001,51.13,PRUNED_VARIANT,2,1
64.15,3.000,55.11,PRUNED_VARIANT,2,1
64.05,3.001,59.68,PRUNED_VARIANT,2,0
64.17,3.000,64.75,MIXED_PRECISION,2,0
64.06,3.001,70.20,MIXED_PRECISION,2,0
64.05,3.001,59.16,MIXED_PRECISION,2,0
64.16,3.000,51.73,PRUNED_VARIANT,2,0
64.25,3.000,47.18,STANDARD_INT8,2,0
64.20,3.001,44.95,STANDARD_INT8,2,0
64.09,3.001,44.56,STANDARD_INT8,2,0
64.00,3.002,45.64,STANDARD_INT8,2,0
64.12,3.001,47.92,STANDARD_INT8,2,0
63.97,3.001,51.13,PRUNED_VARIANT,2,0
64.10,3.000,55.11,PRUNED_VARIANT,2,0
63.94,3.001,59.68,PRUNED_VARIANT,2,0
64.34,2.999,64.75,MIXED_PRECISION,2,0
64.13,3.001,70.20,MIXED_PRECISION,2,0
64.10,3.001,59.16,MIXED_PRECISION,2,0
64.21,3.001,51.73,PRUNED_VARIANT,2,0
64.35,3.000,47.18,STANDARD_INT8,2,0
64.28,3.001,44.95,STANDARD_INT8,2,0
64.22,3.001,44.56,STANDARD_INT8,2,0
64.17,3.002,45.64,STANDARD_INT8,2,0
64.39,3.001,47.92,STANDARD_INT8,2,0
64.24,3.002,51.13,PRUNED_VARIANT,2,0
64.12,3.002,55.11,PRUNED_VARIANT,2,0
64.09,3.003,59.68,PRUNED_VARIANT,2,0
64.00,3.003,64.75,MIXED_PRECISION,2,0
63.87,3.005,70.20,MIXED_PRECISION,2,0
63.83,3.006,59.16,MIXED_PRECISION,2,0
63.79,3.005,51.73,PRUNED_VARIANT,2,0
63.89,3.005,47.18,STANDARD_INT8,2,0
63.91,3.005,44.95,STANDARD_INT8,2,1
63.92,3.005,44.56,STANDARD_INT8,2,1
64.06,3.003,45.64,STANDARD_INT8,2,1
64.17,3.003,47.92,STANDARD_INT8,2,1
64.13,3.003,51.13,PRUNED_VARIANT,2,1
64.10,3.004,55.11,PRUNED_VARIANT,2,1
63.95,3.005,59.68,PRUNED_VARIANT,2,1
64.08,3.004,64.75,MIXED_PRECISION,2,1
64.00,3.004,70.20,MIXED_PRECISION,2,1
63.99,3.004,59.16,MIXED_PRECISION,2,1
63.99,3.005,51.73,PRUNED_VARIANT,2,1
64.11,3.004,47.18,STANDARD_INT8,2,1
64.02,3.003,44.95,STANDARD_INT8,2,1
64.01,3.004,44.56,STANDARD_INT8,2,1
63.88,3.006,45.64,STANDARD_INT8,2,1
63.90,3.006,47.92,STANDARD_INT8,2,1
63.91,3.005,51.13,PRUNED_VARIANT,2,1
64.05,3.004,55.11,PRUNED_VARIANT,2,1
63.91,3.005,59.68,PRUNED_VARIANT,2,1
64.05,3.003,64.75,MIXED_PRECISION,2,1
63.91,3.004,70.20,MIXED_PRECISION,2,1
63.92,3.004,59.16,MIXED_PRECISION,2,1
64.06,3.003,51.73,PRUNED_VARIANT,2,1
64.11,3.002,47.18,STANDARD_INT8,2,1
64.02,3.004,44.95,STANDARD_INT8,2,1
63.94,3.002,44.56,STANDARD_INT8,2,1
63.89,3.004,45.64,STANDARD_INT8,2,1
63.77,3.005,47.92,STANDARD_INT8,2,0
63.75,3.005,51.13,PRUNED_VARIANT,2,0
63.92,3.002,55.11,PRUNED_VARIANT,2,0
63.93,3.003,59.68,PRUNED_VARIANT,2,0
64.07,3.001,64.75,MIXED_PRECISION,2,0
64.12,3.002,70.20,MIXED_PRECISION,2,0
64.09,3.002,59.16,MIXED_PRECISION,2,0
64.06,3.001,51.73,PRUNED_VARIANT,2,0
64.18,3.001,47.18,STANDARD_INT8,2,0
64.33,3.000,44.95,STANDARD_INT8,2,0
64.26,3.002,44.56,STANDARD_INT8,2,0
64.20,3.001,45.64,STANDARD_INT8,2,0
64.28,3.001,47.92,STANDARD_INT8,2,0
64.35,2.999,51.13,PRUNED_VARIANT,2,0
64.41,2.999,55.11,PRUNED_VARIANT,2,0
64.45,2.999,59.68,PRUNED_VARIANT,2,0
64.29,3.000,64.75,MIXED_PRECISION,2,0
64.23,3.001,70.20,MIXED_PRECISION,2,0
64.30,3.002,59.16,MIXED_PRECISION,2,0
64.30,3.002,51.73,PRUNED_VARIANT,2,0
64.37,3.002,47.18,STANDARD_INT8,2,0
64.22,3.003,44.95,STANDARD_INT8,2,0
64.17,3.004,44.56,STANDARD_INT8,2,0
64.26,3.003,45.64,STANDARD_INT8,2,0
64.20,3.002,47.92,STANDARD_INT8,2,0
64.16,3.002,51.13,PRUNED_VARIANT,2,0
64.25,3.002,55.11,PRUNED_VARIANT,2,0
64.32,3.001,59.68,PRUNED_VARIANT,2,0
64.38,3.000,64.75,MIXED_PRECISION,2,0
64.43,3.001,70.20,MIXED_PRECISION,2,0
64.47,3.000,59.16,MIXED_PRECISION,2,1
64.50,3.000,51.73,PRUNED_VARIANT,2,1
64.52,3.000,47.18,STANDARD_INT8,2,1
64.54,3.000,44.95,STANDARD_INT8,2,1
64.43,3.001,44.56,STANDARD_INT8,2,1
64.47,3.000,45.64,STANDARD_INT8,2,1
64.50,2.998,47.92,STANDARD_INT8,2,1
64.52,2.998,51.13,PRUNED_VARIANT,2,1
64.67,2.997,55.11,PRUNED_VARIANT,2,1
64.66,2.997,59.68,PRUNED_VARIANT,2,1
64.72,2.997,64.75,MIXED_PRECISION,2,1
